STUDY_ID,CENT_LAT,CENT_LONG,TITLE,BIOME_MAP,CLIMATE,REALM,TAXA,Duration,CONTACT_1,CONTACT_2,sites_n
772,-22.52183,-52.27574,"Anurans of a seasonally dry tropical forest: Morro do Diabo State Park, SÃ£o Paulo state, Brazil (Adults)",Tropical and subtropical moist broadleaf forests,Tropical,Freshwater,Amphibians,3,Tiago Gomes dos Santos,Tiago da Silveira Vasconcelos,12
773,-22.52183,-52.27574,"Anurans of a seasonally dry tropical forest: Morro do Diabo State Park, SÃ£o Paulo state, Brazil (Tadpoles)",Tropical and subtropical moist broadleaf forests,Tropical,Freshwater,Amphibians,3,Tiago Gomes dos Santos,Tiago da Silveira Vasconcelos,11
774,10.68312,-61.27267,Trinidad's Northern Range Freshwater Diatom Survey (2011-2015),Small river ecosystems,Tropical,Freshwater,Plants,5,Amy E. Deacon,Anne E. Magurran,16
775,-0.81905,-52.75265,Jari Dung Beetles,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Invertebrates,5,Wallace Beiroz,Julio Louzada,35
776,18.47786,-95.15558,"Spatial and temporal changes in the dung beetle diversity of a protected, but fragmented, landscape of the northernmost Neotropical rainforest",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Invertebrates,19,Mario E. Favila,Renato Portela Salomao,8
777,33.42099,-1.84455,Data from: Spatial and temporal variations of aridity shape dung beetle assemblages towards the Sahara desert,Deserts and xeric shrublands,Temperate,Terrestrial,Invertebrates,2,Indradatta deCastro-Arrazola,Joaquin Hortal,10
778,10.68312,-61.27267,Trinidad's Northern Range Freshwater Fish Survey (2011-2015),Small river ecosystems,Tropical,Freshwater,Fish,5,Amy E. Deacon,Anne E. Magurran,16
779,48.89263,-64.36272,Fish Communities - Forillon,Small river ecosystems,Temperate,Freshwater,Fish,10,Daniel Sigouin,NA,11
780,9.553793,-1.07187,Fish population from wetlands in Northern Region of Ghana,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Freshwater,Fish,3,Dr Collins Ayine Nsor,Prof Edward Adzesiwor Obodai,6
781,-17.60997,50.92902,Structure of small tropical islands freshwater fish and crustacean communities: a niche- or dispersal-based process?,Small river ecosystems,Tropical,Freshwater,Multiple,14,Raphael Lagarde,NA,59
782,44.60237,11.22635,Italian freshwater fish database,Multiple,Temperate,Freshwater,Fish,27,Marco Milardi,NA,78
783,41.72,2.49,Long-term fish monitoring of the Tordera stream,Small river ecosystems,Temperate,Freshwater,Fish,17,Emili Garcia-Berthou,NA,10
784,64.2,25.8,Finnish electrofishing register Hertta (2019),Boreal forests / Taiga,Polar/Temperate,Freshwater,Fish,41,Teppo Vehanen,Tapio Sutela,688
785,43.3,142.3,"Stream fish monitoring data in protected watersheds in Hokkaido, Japan",Small river ecosystems,Temperate,Freshwater,Fish,21,Akira Terui,Hirokazu Urabe,117
786,52.800391,6.513401,"Netherlands ground beetles, Insect Change study 1102",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,61,Roel van Klink,NA,32
787,53.349768,6,Ground beetles and spiders in the Netherlands after embankment,Large river delta ecosystems,Temperate,Terrestrial,Invertebrates,40,Roel van Klink,NA,2
788,52.645,-1.079,Wildlife of a garden: hoverflies,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,30,Francis Gilbert,NA,1
789,31.93897,-109.0798,Ants assemblages in the Portal LTER,Deserts and xeric shrublands,Tropical,Terrestrial,Invertebrates,22,Roeal van Klink,Morgan Ernest,1
790,46.29687,11.78137,Ground beetles in the Dolomites,Multiple,Polar/Temperate,Terrestrial,Invertebrates,30,Roberto Pizzolotto,NA,6
791,35.330159,127.563309,"Long-term (2005â€“2017) macromoth community monitoring at Mt. Jirisan National Park, South Korea",Temperate Coniferous Forest,Temperate,Terrestrial,Invertebrates,64,Sei-Woong Choi,NA,20
792,61.85694,24.55154,"Responses of boreal ground beetles (Coleoptera, Carabidae) to different logging regimes ten years post harvest",Boreal forests / Taiga,Polar/Temperate,Terrestrial,Invertebrates,12,Sei-Woong Choi,NA,4
793,6.2,-0.2167,"Monthly drift samples of invertebrates from the River Pawnmpawm, Ghana",Small river ecosystems,Tropical,Freshwater,Invertebrates,2,Rosina Kyerematen,NA,1
794,6.2,-0.2167,"Surber samples of invertebrates from the River Pawnmpawm, Ghana",Small river ecosystems,Tropical,Freshwater,Invertebrates,2,Rosina Kyerematen,NA,1
795,10.68312,-61.27267,Trinidad's Northern Range Freshwater Invertebrate Survey (2011-2015),Small river ecosystems,Tropical,Freshwater,Invertebrates,5,Amy E. Deacon,Anne E. Magurran,16
796,-27.42206,-50.23689,Landscape features lead to shifts in communities of medium- to large-bodied mammals in subtropical Atlantic Forest,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Mammals,9,Juliano Bogoni,NA,108
797,-27.55938,-50.5689,"Good times, bad times: Resource pulses influence mammal diversity in meridional Brazilian highlands",Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Mammals,5,Juliano Bogoni,NA,79
798,32.783939,34.974482,Marine Fish Underwater Surveys in The Israeli Mediterranean ,Temperate Shelf and seas ecoregions,Temperate/Tropical,Marine,Fish,9,Jonathan Belmaker,Ruthy Yahel,426
799,43.42,-8.44,Monthly data of mesozooplankton abundance and biomass for a shelf station off A CoruÃ±a (NW Spain): 1990-2018 (Series 1990-1996),Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,7,Antonio Bode,NA,1
800,43.42,-8.44,Monthly data of mesozooplankton abundance and biomass for a shelf station off A CoruÃ±a (NW Spain): 1990-2018 (Series 1997-2018),Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,22,Antonio Bode,NA,1
801,-38.82838,-62.24925,BahÃ­a Blanca Estuary Puerto Cuatreros - Microzooplankton (2008-2010),Temperate Shelf and seas ecoregions,Temperate,Marine,Multiple,3,Valeria Ana Guinder,M. Celeste Lopez-Abbate,2
802,57.87222,24.99444,Latvia LTER Scots pine forest oribatid mite communities 1998-2006,Temperate Coniferous Forest,Temperate,Terrestrial,Invertebrates,9,Tancredi Caruso,NA,3
803,43.42,-8.44,Monthly series of phytoplankton abundance collected between 1989 and 2016 at A CoruÃ±a (NW Spain) (Series 1989-2008),Temperate Shelf and seas ecoregions,Temperate,Marine,Plants,20,Antonio Bode,NA,1
804,43.42,-8.44,Monthly series of phytoplankton abundance collected between 1989 and 2016 at A CoruÃ±a (NW Spain) (Series 2009-2016),Temperate Shelf and seas ecoregions,Temperate,Marine,Plants,8,Antonio Bode,NA,1
805,-38.82838,-62.24925,BahÃ­a Blanca Estuary Puerto Cuatreros - Phytoplankton (2008-2010),Temperate Shelf and seas ecoregions,Temperate,Marine,Multiple,3,Valeria Ana Guinder,M. Celeste Lopez-Abbate,2
806,-38.751575,-62.379864,"BahÃ­a Blanca Estuary Puerto Cuatreros - Phytoplankton (2006-2008,2012)",Temperate Shelf and seas ecoregions,Temperate,Marine,Multiple,7,Valeria Ana Guinder,M. Celeste Lopez-Abbate,1
807,-29.76981,-53.83972,Reptiles Pitfall Traps Southern Brazil,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Reptiles,3,Tiago Gomes dos Santos,Sonia Zanini Cechin,3
808,31.764041,34.503247,Tel-Aviv University bottom trawl surveys,Temperate Shelf and seas ecoregions,Temperate,Marine,Fish,8,Shahar Chaikin,Jonathan Belmaker,40
809,53.307573,-0.859682,Treswell Wood Standard Site Bird Capture Data 1978-2020,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,43,Chris du Feu,John Clark,1
810,-24.03559,-46.73225,Four-year study of Trichoptera communities in nine close subtropical streams of Brazil,Small river ecosystems,Tropical,Freshwater,Invertebrates,4,Victor Saito,Tadeu Siqueira,9
811,-34.86667,-58.13333,"Seasonal variation and effect of non-native invasive vegetation on two bird communities in northeast of Buenos Aires province, Argentina","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,2,Facundo X. Palacio,NA,1
812,-34.8,-58.43333,"Urbanization as a driver of taxonomic, functional, and phylogenetic diversity losses in bird communities","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,32,Facundo X. Palacio,NA,1
813,10.4,76.4,Vegetation data of tree community from Tropical forests of Western Ghats ,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Plants,21,Dr. K.A Sreejith,NA,10
814,50.977989,-0.972411,Whitelands Wood Birds Survey,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,13,Fritha West,NA,1
815,77.82289,29.85796,Macrofaunal abundance and biomass for replicate macrofaunal communities from the Western Barents Sea for summer 2017 and 2018,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Martin Solan,NA,44
816,42.09085,-93.48523,BioNet Biological Assessment Database - Macroinvertebrate Survey (Artificial Substrate Samples),Multiple,Temperate,Freshwater,Invertebrates,29,Jamie Mootz (database manager),NA,163
817,41.94093,-93.39742,BioNet Biological Assessment Database - Macroinvertebrate Survey (Floating Artificial Substrate Samples),Multiple,Temperate,Freshwater,Invertebrates,11,Jamie Mootz (database manager),NA,52
818,42.10064,-93.31491,BioNet Biological Assessment Database - Macroinvertebrate Survey (Hess Samples),Multiple,Temperate,Freshwater,Invertebrates,29,Jamie Mootz (database manager),NA,186
819,42.17169,-94.30303,BioNet Biological Assessment Database - Macroinvertebrate Survey (Low-Flow Artificial Substrate Samples),Multiple,Temperate,Freshwater,Invertebrates,6,Jamie Mootz (database manager),NA,3
820,42.01813,-93.28451,BioNet Biological Assessment Database - Macroinvertebrate Survey (Surber Samples),Multiple,Temperate,Freshwater,Invertebrates,26,Jamie Mootz (database manager),NA,66
821,42.09161,-93.29514,BioNet Biological Assessment Database - Fish Survey,Multiple,Temperate,Freshwater,Fish,29,Jamie Mootz (database manager),NA,290
822,57.87222,24.99444,Latvia LTER Forest soil Collembola,Temperate Coniferous Forest,Temperate,Terrestrial,Invertebrates,11,Tara Dirilgen,Tancredi Caruso,3
823,48.540509,5.695481,A long-term monitoring database on fish and crayfish species in French rivers (Banks continuous sampling-Mixed),Multiple,Temperate,Freshwater,Fish,20,ASPE Database,Pascal Irz,10
824,47.35926,2.139187,A long-term monitoring database on fish and crayfish species in French rivers (Banks continuous sampling-On boat),Multiple,Temperate,Freshwater,Fish,34,ASPE Database,Pascal Irz,131
825,46.837412,2.671699,A long-term monitoring database on fish and crayfish species in French rivers (Banks continuous sampling-On foot),Multiple,Temperate,Freshwater,Fish,37,ASPE Database,Pascal Irz,114
826,46.5814,3.596546,A long-term monitoring database on fish and crayfish species in French rivers (Banks sampling stratified by habitat-Mixed),Multiple,Temperate,Freshwater,Fish,28,ASPE Database,Pascal Irz,46
827,46.781616,2.665804,A long-term monitoring database on fish and crayfish species in French rivers (Banks sampling stratified by habitat-On boat),Multiple,Temperate,Freshwater,Fish,28,ASPE Database,Pascal Irz,163
828,46.323159,3.168492,A long-term monitoring database on fish and crayfish species in French rivers (Banks sampling stratified by habitat-On foot),Multiple,Temperate,Freshwater,Fish,29,ASPE Database,Pascal Irz,108
829,44.1357,1.74592,A long-term monitoring database on fish and crayfish species in French rivers (Complete sampling single or multi pass-Mixed),Multiple,Temperate,Freshwater,Fish,16,ASPE Database,Pascal Irz,24
830,47.105914,1.395918,A long-term monitoring database on fish and crayfish species in French rivers (Complete sampling single or multi pass-On boat),Multiple,Temperate,Freshwater,Fish,26,ASPE Database,Pascal Irz,57
831,46.20478,3.09846,A long-term monitoring database on fish and crayfish species in French rivers (Complete sampling single or multi pass-On foot),Multiple,Temperate,Freshwater,Fish,46,ASPE Database,Pascal Irz,2988
832,46.256417,3.2305450000000002,A long-term monitoring database on fish and crayfish species in French rivers (Systematic point sampling-Mixed),Multiple,Temperate,Freshwater,Fish,18,ASPE Database,Pascal Irz,214
833,46.781435,2.435668,A long-term monitoring database on fish and crayfish species in French rivers (Systematic point sampling-On boat),Multiple,Temperate,Freshwater,Fish,19,ASPE Database,Pascal Irz,433
834,15.51859,-88.24686,Operation Wallacea: Honduras Bats,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Mammals,14,Pamela Medina-van Berkum,Merlijn Jocque,7
835,18.37347,-89.52128,Operation Wallacea: Mexico Reptiles,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Reptiles,5,Kathy Slater,Jose Antonio L. Barao-Nobrega,20
836,-31.9673,115.834,"Herpetofauna of Kings Park, Perth, Western Australia 2015-2021","Mediterranean Forests, woodlands and scrubs",Temperate,Terrestrial,Multiple,7,Dr Rob A. Davis,Dr Tim S. Doherty,10
837,0,0,Light and Shadow,Multiple,Temperate,Terrestrial,Invertebrates,5,Simon Thorn,Peter Kriegel,12
838,49.87276,10.54698,Light and Shadow,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,6,Simon Thorn,Peter Kriegel,12
839,32.669,-106.865,"Lizard pitfall trap data from 11 NPP study locations at the Jornada Basin LTER site, 1989-2006",Deserts and xeric shrublands,Temperate,Terrestrial,Reptiles,18,David C Lightfoot,NA,1
846,52.47672,-1.94871,Freshwater fish surveys (NFPD) (Electrofishing Catch Depletion),Multiple,Temperate,Freshwater,Fish,49,Data Services Platform Defra,NA,3897
847,54.748602,-2.625191,Freshwater fish surveys (NFPD) (Electrofishing Catch Depletion - Part Width),Multiple,Temperate,Freshwater,Fish,16,Data Services Platform Defra,NA,39
848,52.531448,-1.982567,Freshwater fish surveys (NFPD) (Electrofishing Single Catch),Multiple,Temperate,Freshwater,Fish,48,Data Services Platform Defra,NA,4937
849,54.490132,-1.741518,Freshwater fish surveys (NFPD) (Electrofishing Single Catch - Part Width),Multiple,Temperate,Freshwater,Fish,41,Data Services Platform Defra,NA,110
850,51.092503,-1.426881,Freshwater fish surveys (NFPD) (Electrofishing Single Catch - Timed Quadrat),Multiple,Temperate,Freshwater,Fish,4,Data Services Platform Defra,NA,3
851,54.515184,-2.356344,Freshwater fish surveys (NFPD) (Fixed Trap Single Catch),Multiple,Temperate,Freshwater,Fish,18,Data Services Platform Defra,NA,2
852,54.022357,-1.233065,Freshwater fish surveys (NFPD) (Fyke Netting Catch Depletion),Multiple,Temperate,Freshwater,Fish,9,Data Services Platform Defra,NA,2
853,51.8355,-2.72158,Freshwater fish surveys (NFPD) (Fyke Netting Single Catch),Multiple,Temperate,Freshwater,Fish,14,Data Services Platform Defra,NA,6
854,53.936601,-1.366161,Freshwater fish surveys (NFPD) (Gill Netting Single Catch),Multiple,Temperate,Freshwater,Fish,9,Data Services Platform Defra,NA,13
855,52.259888,-0.782674,Freshwater fish surveys (NFPD) (Hook &amp; Line Angling Catch),Multiple,Temperate,Freshwater,Fish,4,Data Services Platform Defra,NA,2
856,51.233138,0.391251,Freshwater fish surveys (NFPD) (Kick Netting Single Catch),Multiple,Temperate,Freshwater,Fish,7,Data Services Platform Defra,NA,2
857,52.851415,-0.908475,Freshwater fish surveys (NFPD) (Netting Catch Depletion),Multiple,Temperate,Freshwater,Fish,31,Data Services Platform Defra,NA,32
858,52.686117,-1.854413,Freshwater fish surveys (NFPD) (Rod &amp; Line Angling Catch),Multiple,Temperate,Freshwater,Fish,22,Data Services Platform Defra,NA,10
859,52.18143,-0.7022,Freshwater fish surveys (NFPD) (Seine Netting Catch Depletion),Multiple,Temperate,Freshwater,Fish,41,Data Services Platform Defra,NA,529
860,52.410347,-0.722847,Freshwater fish surveys (NFPD) (Seine Netting Single Catch),Multiple,Temperate,Freshwater,Fish,39,Data Services Platform Defra,NA,127
861,52.534068,-1.968169,Freshwater fish surveys (NFPD) (Single Catch - Part Width),Multiple,Temperate,Freshwater,Fish,17,Data Services Platform Defra,NA,41
862,54.469358,-0.631349,Freshwater fish surveys (NFPD) (Trapping Single Catch),Multiple,Temperate,Freshwater,Fish,4,Data Services Platform Defra,NA,1
863,52.590072,1.504759,Freshwater fish surveys (NFPD) (Trawl Netting Single Catch),Multiple,Temperate,Freshwater,Fish,14,Data Services Platform Defra,NA,43
864,52.793083,-0.240388,Freshwater fish surveys (NFPD) (Wrap Around Seine Netting Catch Depletion),Multiple,Temperate,Freshwater,Fish,40,Data Services Platform Defra,NA,166
865,52.348032,-0.006999,Freshwater fish surveys (NFPD) (Wrap Around Seine Netting Single Catch),Multiple,Temperate,Freshwater,Fish,36,Data Services Platform Defra,NA,16
866,52.908664,-1.142345,Freshwater fish surveys (NFPD) (Wrap Around Seine Netting Single Catch - Part Width),Multiple,Temperate,Freshwater,Fish,7,Data Services Platform Defra,NA,11
867,43.95346,-71.73956,"Forest Inventory of a Northern Hardwood Forest: Watershed 6, Hubbard Brook Experimental Forest (Trees &gt;=2cm to &lt;=10cm dbh, 1982-1987)",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,6,"Information Manager, Hubbard Brook LTER",NA,1
868,43.95346,-71.73956,"Forest Inventory of a Northern Hardwood Forest: Watershed 6, Hubbard Brook Experimental Forest (Trees &gt;=2cm to &lt;=10cm dbh, 1992-2017)",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,26,"Information Manager, Hubbard Brook LTER",NA,1
869,44.32424,-89.56503,North Temperate Lakes LTER Fish Abundance - Electrofishing,Small Lake Ecosystems,Temperate,Freshwater,Fish,39,Emily Stanley,Corinna Gries,8
870,44.33677,-89.56438,North Temperate Lakes LTER Fish Abundance - Fyke nets,Small Lake Ecosystems,Temperate,Freshwater,Fish,41,Emily Stanley,Corinna Gries,11
871,44.63074,-89.52908,North Temperate Lakes LTER Fish Abundance - Gill nets,Small Lake Ecosystems,Temperate,Freshwater,Fish,39,Emily Stanley,Corinna Gries,9
872,45.06012,-89.57597,North Temperate Lakes LTER Fish Abundance - Minnow traps,Small Lake Ecosystems,Temperate,Freshwater,Fish,41,Emily Stanley,Corinna Gries,8
873,44.32424,-89.56503,North Temperate Lakes LTER Fish Abundance - Night seining,Small Lake Ecosystems,Temperate,Freshwater,Fish,39,Emily Stanley,Corinna Gries,9
874,44.32469,-89.56506,North Temperate Lakes LTER Fish Abundance - trammel nets,Small Lake Ecosystems,Temperate,Freshwater,Fish,41,Emily Stanley,Corinna Gries,10
875,-43.194462,147.055493,The Australian Phytoplankton Database (1844 - ongoing): Project 1051 Huon River sampling,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,3,Claire Davies,Lesley Clementson,20
876,-27.057088,111.921601,The Australian Phytoplankton Database (1844 - ongoing): Project 1053 Southern Surveyor SS voyages 2010-2013,Temperate Upwelling,Temperate/Tropical,Marine,Invertebrates,2,Claire Davies,Anya Waite,48
877,-28.86,153.56,The Australian Phytoplankton Database (1844 - ongoing): Project 1054 Phytoplankton dynamics Ballina NSW,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,David Rissik,1
878,-35.219731,135.864201,The Australian Phytoplankton Database (1844 - ongoing): Project 1056 SAIMOS moorings 2010-2013,Temperate Upwelling,Temperate,Marine,Invertebrates,4,Claire Davies,Sophie C. Leterme,4
879,-33.7525,151.300003,The Australian Phytoplankton Database (1844 - ongoing): Project 1057 Phytoplankton from coastal lagoons in Sydney,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,4,Claire Davies,Shauna Murray,4
880,-43.17403,147.536599,The Australian Phytoplankton Database (1844 - ongoing): Project 1058 Storm Bay phytoplankton,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,Kerrie Swadling,5
881,-35.991953,153.069455,The Australian Phytoplankton Database (1844 - ongoing): Project 1059 Continental Shelf,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,3,Claire Davies,Sophie Leterme,4
882,-33.5987,151.1233,The Australian Phytoplankton Database (1844 - ongoing): Project 1064 Hornsby Shire Council monitoring,Small river ecosystems,Temperate,Freshwater,Invertebrates,13,Claire Davies,Peter Coad,1
883,-38.109832,144.819415,The Australian Phytoplankton Database (1844 - ongoing): Project 1065 EPA Victoria long term monitoring,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,7,Claire Davies,Renee Patten (EPA Victoria),11
884,-29.672837,135.217234,The Australian Phytoplankton Database (1844 - ongoing): IMOS National Reference Stations,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,8,Claire Davies,Anthony Richardson,9
885,-35.605244,138.987687,"The Australian Phytoplankton Database (1844 - ongoing): project 609, Phytoplankton dynamics",Temperate Shelf and seas ecoregions,Polar/Temperate,Marine,Invertebrates,3,Claire Davies,Sophie Leterme,25
886,-34.1176,151.2182,"The Australian Phytoplankton Database (1844 - ongoing): Project 782, Phytoplankton Port Hacking 100m station",Temperate Shelf and seas ecoregions,Polar/Temperate,Marine,Invertebrates,13,Claire Davies,Penelope Ajani,1
887,-32.003665,115.673854,The Australian Phytoplankton Database (1844 - ongoing): Perth Long Term Ocean Outlet,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,Peter Thompson CSIRO,8
888,-30.168785,153.320678,The Australian Phytoplankton Database (1844 - ongoing): Project 796 Phytoplankton zooplankton NSW,Temperate Shelf and seas ecoregions,Polar/Temperate,Marine,Invertebrates,2,Claire Davies,Linda Armbrecht,40
889,-34.8755,138.4633,The Australian Phytoplankton Database (1844 - ongoing): Project 806 Seagrass nutrient uptake studies,Temperate Shelf and seas ecoregions,Polar/Temperate,Marine,Invertebrates,2,Claire Davies,Sasi Nayar,1
890,-46.9347,142.2583,The Australian Phytoplankton Database (1844 - ongoing): IMOS Southern Ocean Time Series,Temperate Shelf and seas ecoregions,Polar/Temperate,Marine,Invertebrates,3,Claire Davies,Ruth Eriksen,1
891,-17.302345,146.55954,The Australian Phytoplankton Database (1844 - ongoing): Project 806 Phytoplankton Great Barrier Reef,Tropical Coral,Tropical,Marine,Invertebrates,16,Claire Davies,Miles Furnas,42
892,-12.63899,141.4361,The Australian Zooplankton Database (Project ID 10): Zooplankton sampling in Albatross Bay,Multiple,Tropical,Marine,Invertebrates,3,Claire Davies,Peter Rothlisberg,5
893,-16.48725,145.52122,The Australian Zooplankton Database (Project ID 15): Zooplankton dynamics in coastal waters of the GBR. ,Multiple,Tropical,Marine,Invertebrates,3,Claire Davies,Anthony Richardson,25
894,-21.72509,114.33487,"The Australian Zooplankton Database (Project ID 17): A multi-disciplinary study of larval fish distributions and biological oceanographic processes near North West Cape, Western Australia.",Multiple,Temperate/Tropical,Marine,Invertebrates,6,Claire Davies,Anthony Richardson,2
895,-30.83337,115.5133,"The Australian Zooplankton Database (Project ID 19): Chaetognath, siphonophore and jelly data from Hillarys transect in WA, SFRME",Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,Daniel Gaughan,8
896,-34.36819,120.01807,The Australian Zooplankton Database (Project ID 20): Effects of the Leeuwin Current on carnivorous macrozooplankton in Southern Western Australia,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,Anthony Richardson,81
897,-42.90004,148.41793,The Australian Zooplankton Database (Project ID 21): Zooplankton sampling along shelf and off shelf waters off east coast of Tasmania ,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,3,Claire Davies,Daniel Gaughan,89
898,-42.573,147.9921,The Australian Zooplankton Database (Project ID 22): Zooplankton sampling from Maria Island,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,Kerrie Swadling,1
899,-44.3028,147.1266,The Australian Zooplankton Database (Project ID 23): Zooplankton sampling from the mid-slope off the south coast of Tasmania,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,2,Claire Davies,Kerrie Swadling,1
900,-12.51994,130.75666,The Australian Zooplankton Database (Project ID 4): Zooplankton sampling in Darwin Harbour  (Dec 2002 - Oct 2004) ,Multiple,Tropical,Marine,Invertebrates,3,Claire Davies,Kerrie Swadling,40
901,-27.34925,153.2659,"The Australian Zooplankton Database (Project ID 591): PhD; Zooplankton community dynamics: Biomass, abundance, and feeding in subtropical Moreton Bay (including 2011 flood sampling)",Multiple,Temperate/Tropical,Marine,Invertebrates,3,Claire Davies,Anthony Richardson,5
902,-12.52905,141.17031,The Australian Zooplankton Database (Project ID 595): Prawn larvae from Gulf of Carpentaria,Multiple,Tropical,Marine,Invertebrates,7,Claire Davies,Sarah Pausina,63
903,-32.2436,136.6784,The Australian Zooplankton Database (Project ID 597): The IMOS Australian Continuous Plankton Recorder Survey,Multiple,Temperate/Tropical,Marine,Invertebrates,4,Claire Davies,Peter Rothlisberg,1116
904,-27.60982,134.06733,"The Australian Zooplankton Database (Project ID 599): The IMOS National Reference Stations, part of the Australian National Mooring Network",Multiple,Temperate/Tropical,Marine,Invertebrates,13,Claire Davies,Anthony Richardson,10
905,-34.02329,146.78618,The Australian Zooplankton Database (Project ID 611): 1742 planktonic samples obtained from research vessel Warreen along the continental shelf and slope of southeast Australia from 1938â€“42,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,5,Claire Davies,Anthony Richardson,170
906,-36.03268,149.53853,"The Australian Zooplankton Database (Project ID 618): Onshore planktological investigations in Eastern Australia, 1945-1954 ",Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,7,Claire Davies,Mark Baird,25
907,-14.06956,121.83939,"The Australian Zooplankton Database (Project ID 7): Understanding water column and pelagic ecosystem processes affecting South Scott lagoon, Western Australia - 100 micron",Multiple,Tropical,Marine,Invertebrates,2,Claire Davies,Anthony Richardson,41
908,-11.64782,130.2068,The Australian Zooplankton Database (Project ID 9): Planning tools for environmentally sustainable tropical finfish cage culture in Indonesia and northern Australia,Multiple,Tropical,Marine,Invertebrates,2,Claire Davies,Anthony Richardson,3
